,sentences,label
5907,I have no idea if this is interesting for anybody to read but I find myself smile like a fool laugh at some point and feel overwhelmed with gratefulness,surprise
5908,I m feel less like a woman and more like an embarrassed girl,sadness
5909,I feel pressured when people say I m go t beat you or whatever,fear
5910,I wave remember how many people love you and feel our arm support you under the deep and painful sea,joy
5911,I feel happy I feel elated but I also thank god for bring I to this stage,joy
5912,I am now feel more and more confident and with little improvement here and there I know I can be fight for a top in most race and a spot in the money if I stay the course,joy
5913,I am currently feel like you know that kind of devastated desperate feeling trap inside like somewhere between scream and cry more of like you want to slash your wrist but you are afraid of death,sadness
5914,I feel bless that I was there at the right time in the right place to see they and to feel a part of something that I hope will give the people of kuwait hope for progress,love
5915,I feel awkward because v have already assert that she is do that,sadness
5916,I have a feeling there are a few more perfect moment come,joy
5917,I think people reject their feeling because they re terrified of they but the truth is that once you see that you can t die from they and that they actually go away they re not so scary,fear
5918,I feel that this is something I m curious about as someone who listen to current music but I realize that song become weird and their unique vibe gets lose when non korean song are translate into korean,surprise
5919,I hate feel so needy in need of approval in need of money in need of a direction in need of both physical and mental strength even in need of a particular someone in need of know what I lack and need,sadness
5920,I m feel somewhat optimistic that in I will not be that damn coward,joy
5921,I want to tell he how I feel how disgusted I am that he can hurt my husband the way he do and then just laugh about it how he treat his grandchild how he treat my husband mum and just scream at he to stop being such a selfish bastard because the world do not revolve around he,anger
5922,I keep ask if that is finally grow that th head that was come in or not because I feel like people are look at I like ew when I try to be friendly,joy
5923,I feel more terrified than the customer will be in my maze,fear
5924,I wake up four mile away hungry as hell but somehow feel oddly satisfied,joy
5925,I m suddenly feel lighter less burden by the weight of my life,sadness
5926,I feel profoundly insult by this anime how dumb do it think we are,anger
5927,I attend a session in the pub afterwards and I m feel a bit tender this morning,love
5928,I feel uncertain if the most of similar family can be reach the uncertainty do not preclude we from serve those we can in the meantime while discover the way to reach the other,fear
5929,I feel my inner happy present once again,joy
5930,I really don t feel all that bother by the north london derby,anger
5931,I just be feel curious about a few ting,surprise
5932,I feel like its the perfect opportunity to apply everything that that is learn thus far on my mission,joy
5933,I can feel again I want to talk about the positive feeling of love good will and support that are rain down upon my detoxified mind and body and on behalf of the team here at iws radio I want to give a virtual hug and say thank to some people for make I smile during sunday s show,joy
5934,I feel pressured at time to succumb to fear and insecurity but thankfully I am still able to hold it on my own,fear
5935,I do feel confused,fear
5936,I no long feel depressed and am not mad or haven t yet a href http www,sadness
5937,a friend of mine suggest that I become a film extra the idea seem very funny to I and my reaction seem rather outlandish to the other,joy
5938,I am cold and unresponsive or feel unloved,sadness
5939,I feel doubly honoured because both river of a href http river driftingthroughlife,joy
5940,I feel like learn not to judge people is the most important thing we can take away from this reading,joy
5941,I feel so impatient and sometimes I feel thankful that god give I more time for the moulding of my heart,anger
5942,I feel like I ll never be as graceful and beautiful as I once think I was all because I base my opinion on theirs,joy
5943,I m not sure they re right to feel triumphant but they certainly get a lot of comfort from the way the argument go,joy
5944,I just feel so listless from the gloominess of it all,sadness
5945,I didn t feel terrific,joy
5946,I complete feeling invigorate not sluggish its ffviii,joy
5947,I can really spend some time wit he soon and feel love again,love
5948,I learn I feel lonely at party I like to plan they however if you do not stuff your feeling with food or liquor or shop you can,sadness
5949,I try to work but I can not concentrate I on something else than you and I log in my private journal to share my feeling my love with my faithful compagnon journal,love
5950,I feel one with the divine intelligence of life and can see it s creative expression everywhere,joy
5951,I feel I can not be disturb to lift upon with hold up anymore it seem as if I do not know what to do or what I m vital for,sadness
5952,I feel like I miss out on a lot of important information that would have help I understand his art well,sadness
5953,I feel to my father in heaven and to your mommy for your sweet life,love
5954,I feel so honored to have amazing son to celebrate,joy
5955,I m feel so restless today,fear
5956,I mention previously it have only been over two month I am feel hopeful that if I am have more positive thought I might be able to forgive she,joy
5957,I can imagine what my daily life would look like with hardly a material possession to my name and it feel so peaceful but I will probably not be do away with everything so how do I find the right balance,joy
5958,I notice myself feel victimize resentful fearful rip off crazy my body react with sensation of tension and chaos,sadness
5959,I feel a bit more energized today and less grouchy,anger
5960,I can t help but think what they must be feel with the loss of jon s talente advanced horse couple with the joy of a new baby on the way such a mixture of extreme emotion,joy
5961,I feel ache at all time of day,sadness
5962,I am so proud of he and who he have become and I feel privileged to call he brother,joy
5963,I feel appropriately disturb by the project,sadness
5964,I feel like I m take up some more needy person place in the er,sadness
5965,I am feel hopeful excited and very much being make new,joy
5966,I feel more resolved than ever to persevere with the use of web base technology for learn despite problem mistake and frustration,joy
5967,I manage km in one go once feel really exhausted afterwards but I survive,sadness
5968,I know I should not be react this way to it all but I can not help it and I feel terribly petty and horrid but this is the way I m react and I have to deal with it,anger
5969,I feel glad to have have someone so fine bury their face in my crotch,joy
5970,I feel dumb put so much thought to such a stupid little thing but its get to I,sadness
5971,I feel embarrassed though think really red face with steam emerge but I feel I need to do this to well myself as an artist,sadness
5972,I am feel very restless irritable and discontent,fear
5973,I can do all thing through christ who give I strength is a lovely little verse that I repeat over and over when I m feel a little unsure about something,fear
5974,I feel increasingly fond of copper,love
5975,I do feel very contented with this simple homely life,joy
5976,I m not feel well a href http,joy
5977,I find myself feel remarkably calm,joy
5978,I go snowboard feel very apprehensive,fear
5979,I am glad he is ok but it make I feel even more alone in my sadness,sadness
5980,I feel so sympathetic embarrassed for betty here that it s tough to watch,love
5981,I feel like I get more and more frantic with no clue which way to turn what direction my life is go or if I should even care,fear
5982,I mean the blind that you could pull down when you were feel particularly romantic,love
5983,I get that its easy for they to jolt people into submission with electricity but I get the feeling that its become a more socially acceptable version of beat someone with a billy club,joy
5984,I feel is superior to mine,joy
5985,I feel sorry for she she have a good thing in dh but she abuse it and he result in his depression and diagnosis of generalised anxiety with panic feature and then lose it,sadness
5986,I realise that desire a substance to feed a feeling only compound the desire to feed the feeling I realise that is abuse substance since early childhood,sadness
5987,I still feel amazed by its beauty diversity and joie de vivre,surprise
5988,I love earn money and have it but because I grow up in a low middle class family I feel very appreciative of the money that I do have,joy
5989,I feel kinda lose post by a href http jumbleupon,sadness
5990,I can t even feel outraged by it,anger
5991,I apologise as a tank if we have a big pull and it all feel messy,sadness
5992,I do in fact feel very strange,surprise
5993,I kind of wish I have come up with those thought myself rather than feel the way I do now a lame disciple merely about to regurgitate eva s thought on to you all,sadness
5994,I feel my connection with the divine most strongly when I feel sexy,joy
5995,I do not start feel nervous until friday and on saturday I do not feel as much nervous as scared and respectful of the enormous challenge that lay before I,fear
5996,I feel like that is been a totally hot mess that I have second thought about publish it,love
5997,I feel like I break all my rule and I win lot of battle other day I feel like nothing change since day ago,sadness
5998,I don t feel stress,anger
5999,I feel like wow that s very cool that could be I,joy
6000,I feel quite content right now s I mean nothing amazing happen just a stupid frenh competition where I m sure I do shit and tutor but I dontt know I feel ok,joy
6001,I think I feel the coldness more compare to other people who can withstand low temperature,sadness
6002,I am really look forward to feel like in europe again although somehow I m fond of this place,love
6003,I feel so bless that we were privileged to go,love
6004,I refuse to allow myself to feel dirty but my vulnerability allow I to be manipulate quite a bit,sadness
6005,I feel reluctant to join the class trip to beijing,fear
6006,I feel torture by this thought but it feel so true,fear
6007,I feel more adventurous willing to take risk,joy
6008,I don t like feel assault by a song no matter how much inspiration and integrity is back up the blow,sadness
6009,I begin to feel a bit regretful,sadness
6010,watch a horror movie which involve sexual attack on woman,fear
6011,I have a post about english plural that I start in between act over the weekend but that ll have to wait until I m feel with it enough to be clever without being snarky,joy
6012,I almost feel like he was try to be awkward,sadness
6013,I walk out the disinfect building feel immensely dirty and lose and couldn t recognize where I was,sadness
6014,I have to admit to feel pretty envious of the commuter there a south african summer have get to be a tad more reliable than a british one,anger
6015,I was upset and feel weepy my mom want I to drink a mainstream caffeinate tea that she think would help I feel calm and more relaxed,sadness
6016,I was feel kinda discourage because I was stuck but today I prove to myself that I can do thing that I do not think I could do,sadness
6017,I m sure she leave feel angry and unhappy but she also cause member of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individual with bad attitude,anger
6018,I feel may be vital to fiction itself,joy
6019,I quickly learn just by move from sauna to that is cold bath to steam room to shower until you feel like a torture goldilock who want nothing more than to find the middle ground between too hot and too cold,fear
6020,I just feel drain by most of the gameplay I do,sadness
6021,I feel that disdain from he when I act as if I d been wrong by he,anger
6022,I actually put forth the effort and stick to a routine though I am busy I feel less stressed and more fulfilled at the end of the day and am well able to enjoy the simple moment of motherhood,sadness
6023,I should feel burden that the slight touch from that body even now still linger upon my skin,sadness
6024,I feel like beloved,love
6025,I feel her sweet sound nice melody of the song,joy
6026,I was so proud of he and I feel so hopeful I realise this is the nature of asd if he is motivate he will let we have a small glimpse of his ability and it seem toy story lego is the motivator at the moment,joy
6027,I feel you care even if you will insist you are mean,love
6028,I feel drain after being out and about even if that is enjoy myself,sadness
6029,I was feel pretty cranky about it but when I call the garage door guy this morning he say that his scheduler was not in because her husband have a massive heart attack over the weekend he s okay so he could not give I a time the repairman will call before he come,anger
6030,I m feel a little beat down this week and I m not sure why,sadness
6031,I feel rich in it,joy
6032,I want to wimp out on feel outraged,anger
6033,I feel really rotten remind I to be thankful on the good day,sadness
6034,I have not conduct a survey but it is quite likely that many of they feel as assault by onel s demon and other creator as I would have feel have the wall been cover only with eminent figure patriotic hero and epic deed,fear
6035,I use to down a large mushroom pizza and a pitcher of beer and feel positively virtuous afterward,joy
6036,I feel that the life issue and post like this one will just be meet with violent and angry rhetoric,anger
6037,I don t want to mention the afternoon because I am a highly conscientious person who would hate like to make you feel that unsuccessful,sadness
6038,I like product that are organic because I can feel assure there are no add ingredient that could have potentially negative effect,joy
6039,that is do so much reading but I feel like I m being paranoid by do all this extra stuff since no one seem to,fear
6040,I feel like my day start around lunchtime which kind of feel awful,sadness
6041,I feel so comfortable wear it,joy
6042,I was still feel a bit unsure a bit not convince still a bit frustrated,fear
6043,I feel remorseful for my dao ness,sadness
6044,I really feel like there s a talented artist bury somewhere inside of ethan,joy
6045,I finish work at am on saturday get home and tease the other half how I was right she was wrong and I fancy roast beef with roast potato and the full trimming I was feel quite smug with myself,joy
6046,I am post about a past event where I am feel like I should be insult,anger
6047,I wake up every morning and feel like I have been beat with a baseball bat,sadness
6048,I know this is not specific for I and almost everyone else have a similar experience but I still can t help but feel appalled,anger
6049,I love the response I get from the student and it is such a good feeling when someone who is obviously shy come and talk to you even if their english is not great,fear
6050,I start to feel agitated,anger
6051,I do not feel like suffer through a sleepless night especially with my terrible allergy amp amp fever,sadness
6052,I feel strange energy,surprise
6053,I m fine mary anne answer feel a little impatient,anger
6054,I feel anyway never afraid of the sea but a healthy respect for the ocean and a sense of harmony and balance,fear
6055,I feel suspicious but I can not walk a way I like he I always have a thing for football player I know that is been m,fear
6056,I feel like my life is the movie sweet home alabama,joy
6057,I am feel impatient in so many way but I am equally aware that it is important to learn all I can while I m in this season,anger
6058,I feel fairly sure reader will continue to pay for fiction,joy
6059,I feel so relaxed amp light since I empty myself of this burden that have control I for so long,joy
6060,I was able to work in the studio all week though I m feel a bit gloomy about how slowly thing seem to be progress,sadness
6061,I really have get to a place where if I go for more than a day or two without write I begin to feel very anxious very displaced,fear
6062,I feel never fear your fear I will make you fearless,joy
6063,I am feel very appreciative tonight,joy
6064,I think everyone should make a goal that they feel as passionate about,joy
6065,I feel he just break up with his girlfriend,sadness
6066,I feel like todd is get too stressed or tired with caleb I will take he because I do not want caleb to feel that frustration,anger
6067,I would veer from feel utterly terrified to utterly disorientate to utterly queasy,fear
6068,I m stuck feel too casual and frumpy when I return to the office,joy
6069,I feel far too distracted to actually write anything of substance,anger
6070,I was on the phone with one of my good friend the other day and I tell she I don t feel successful,joy
6071,I feel like she should not have blame he for it but she do and she never forgave he,sadness
6072,I feel that because of our own love of reading and write that we are more compassionate and understanding about the struggle that both new and established writer go through,love
6073,I feel anxious about a come event or activity that will require physical energy that I may not have or emotional event that will require emotional energy I look to my parent and adult to take charge,fear
6074,I have been feel slightly distressed and my pride was resist I just wait for the next peregrino to walk past and help I out,fear
6075,I am feel restless for some reason today,fear
6076,I m feel really stress at work too because they re pile so much stuff for I to do and expect I to do all this creative stuff or decorate or make this,anger
6077,I say it when I m stressed feel bitchy when I m slack in the toilet or when I feel constipate,anger
6078,I do not make they feel submissive enough and I wonder am I strange or are they,sadness
6079,I do not care much about the number of viewer and the viewer rating before but as the drama iris gain huge success I begin to feel greedy about being successful,anger
6080,I feel my heart shaky all the time now,fear
6081,I feel confident in say the writer of the film are seemingly go to follow through with the classic comic story arc involve gwen stacey even if it do not happen until another sequel but I will not ruin that here,joy
6082,I m feel pretty freakin fab,joy
6083,I feel like my bone break but when I stand up I can still walk,sadness
6084,I hate my feeling which are all about love this city day by day little by little,love
6085,I have to look for more problem to heap on myself when I already am feel burden,sadness
6086,I have a feeling go into this book that its a little too well love to be orthodox,joy
6087,I really didn t feel like there were any though so I was quite delighted when my brain come up with the amazingly obvious solution of ask the guy who live in the other half of my duplex if I could just get dsl on his line and set up a wireless network,joy
6088,I feel playful today a href http www,joy
6089,when I was about six year old,fear
6090,I feel like blair just want to be love,love
6091,my sister lose one of her twin son my first nephew and then the old one die a week later,sadness
6092,I always think say now feel a little hesitant I always think say now feel a little hesitant post on may th by admin,fear
6093,I don t know if I ll continue to feel a dull ache in my leg go forward or not,sadness
6094,I m feel quite agitated irritated amp annoy,fear
6095,I feel so worthless and weak what do he have to say that s what I want to find out,sadness
6096,I have forgive anyone who I feel have hurt I,sadness
6097,I m feel lucky button after that you will go to the landing page where you will find the alternative google search engine homepage with color theme depend on the keyword below,joy
6098,I will feel shy and win t be able to talk to she,fear
6099,I just feel like I need a shower and a really mellow day,joy
6100,I m most afraid of I already feel slightly out of place at cru because while most of they will say they are my friend very few of they bother to reach out and ask how thing were go in australia,anger
6101,I swear he have feeling that teddy I was so convinced of that and I was very very careful to always make he feel special and more loved than any of my other toy and teddy,joy
6102,I feel like I ought to apologise for my unfortunate decline in write standard over the past couple of week,sadness
6103,I love that I feel valuable I love make the choice I love that it s easy to make the choice to feel good,joy
6104,i d love to hear your thought and comment so please feel free to leave I something below and have a wonderful weekend,joy
6105,I feel the delicious heartburn,joy
6106,I feel a little funny discuss the realness of a portrayal of a condition that is never experience,surprise
6107,I m just figure these lyric out myself so apology if I m slightly wrong but it just feel a bit fake,sadness
6108,I haven t see she since they break up but now I m in this class and she is here wave at I so I go and sit next to she and get out my stuff and talk to she but I feel really strange about it because she cheat on my friend which I really should have mention before,surprise
6109,I feel that they are vulnerable in the come election give their performance,fear
6110,I feel about kid and this just about break my heart,sadness
6111,I always feel awkward when I m alone in a crowd of peer and feel the need to make friend,sadness
6112,I have a sick feeling a longing for each second to be with you even though that will inevitably make it bad when you leave liverpool,love
6113,I like the phrase have submissive feeling then being submissive,sadness
6114,I feel love by sweet little arm wrap around my leg wet kiss on my face and soft round cheek on my lip,love
6115,I was taunt by the ability of feeling threaten from weakness of frailty beneath this exterior of human existance lie a woman want nothing but a man need his warmth and masculinity,fear
6116,I head upstream to explore bring my notebook to write up the event of the day and I soon find run water with some small pool big enough to strip down and throw some water on the ole corpse which feel lovely,love
6117,I feel kinda popular,joy
6118,I just feel they around I and it s wonderful it s just wonderful,joy
6119,I was feel irate and extremely uncomfortable,anger
6120,I look at my life my beautiful family the fact that I feel truly bless and that all that that is ask from god and the universe all that have happen and beyond how my imagination fathom it,joy
6121,I am not too sure on how I feel about alec he s either innocent like he say he is or he s a damn good liar,joy
6122,I would feel a violent stab of loneliness,anger
6123,I would feel ashamed or guilty if I were to take too much of the common for myself,sadness
6124,I continue to succeed in something and have someone seem unattainable because I feel man will be intimidate or when there is a prolonged moment of silence,fear
6125,I feel so petty who one of my first colleague have not nice thing to say about when I first ask for any contact for investment bank from before I arrive at this job,anger
6126,I am feel really bad for that guy,sadness
6127,I have been struggle emotionally feel beat down and discontent,sadness
6128,I m feel distracted and a little bit flighty,anger
6129,I feel mad sad and discourage there is something so marvelous about the lord jesus something about the holy word of god that ignite my soul with hope to once again keep move forward,anger
6130,I was feel dishearten so I turn on the radio hope music would lift my spirit,sadness
6131,I hate feel discourage but I keep try to start the couch to k again and it just is not go well at all,sadness
6132,I would not knowingly wound the feeling of any not even one who may have wrong I but would seek to do he good and make he my friend,anger
6133,I still feel a craving for sweet food,love
6134,I feel like every once in a while I should stop try to do the smart thing and really go for my dream,joy
6135,I feel pained and wistful and suddenly the hot tub didn t seem like very much fun anymore,sadness
6136,I guess I m feel well,joy
6137,I was not go to post anything about his death because I make I feel mad and shitty,anger
6138,I feel his gracious hand upon my life,love
6139,I will not feel regretful,sadness
6140,I feel like you do not really care that alexis do that to I and you were irritated that I was even tell you,anger
6141,I just do not feel uptight at all,fear
6142,I still do not feel like the problem have really been resolve,joy
6143,I feel a sense of belong to the soul of people even if I feel isolated from the collective ego of society,sadness
6144,I am tired and not feel well all morning,joy
6145,I suppose in some way I should feel irritated that if she know why didn t she do anything to help I with this lone cause I was feel,anger
6146,I party wah wah wah nationalism blah yay aryan wah boo jews with there stupid brown hair blah blah should feel appreciative that we even talk to they because it make they cool by association blah blah,joy
6147,I m feel inspire to just wait for the movie,joy
6148,I look at sams eye they were tough hiding the strong pen up feeling that torture he inside,fear
6149,I get home feeling exhausted and discourage,sadness
6150,I feel more appreciative than worthlessness,joy
6151,I see the area where I should be do well and I feel discouraged and condemn but I feel tempt to turn to numb pleasure more than to despair,sadness
6152,that is always been able to produce work despite a day job and that I suspect professional pressure might add to a feeling of artistic foment it would take quite a bit to get I out of the saddle,joy
6153,I start feel myself get overwhelmed or frustrate I have try to open up more about it instead of push it down deep slapping on a fake smile and wait until I boil over,fear
6154,I feel pretty terrible physically today,sadness
6155,I was leave feel a little disappointed since it all start so well and finish a little limply,sadness
6156,I do not feel I have put in half the effort or time and well quite frankly do not feel like the pressure of it all,joy
6157,I have a hard time focus on my life and walk around feeling daze and confuse,surprise
6158,I m feel generous and you can have two top tip,joy
6159,I am also feel a bit bitchy about the way thing are when we have conversation and other are around,anger
6160,I feel only a little bit weird about make decision without he,surprise
6161,I feel impressed to discuss sin again though I do not know why,surprise
6162,I do not want folk to think I feel superior due to my aspieness or because of my near genius iq,joy
6163,I want to feel respected even when I do thing that you don t understand,joy
6164,that is learn that even when I m feel hopeless there s still hope,sadness
6165,I wake up feel very disturbed,sadness
6166,I need nine hour but it s true and if I get less even seven hour which is suppose to be the norm and which some people consider a lot I feel grumpy unhappy and seriously unmotivated,anger
6167,I feel the reader will get confuse with because it bounce and use reference from its early time period which is like the dawn of time till now,fear
6168,I feel the need to tell you that phone call do provide some useful purpose as annoying as they may be,joy
6169,I have been feel particularly lousy these day so I might as well try to cheer myself up by say yes,sadness
6170,I can like tbt when I m feel nostalgic,love
6171,I am not really in financial strait yet so why do I feel so insecure,fear
6172,I hate this and I hate feel so shitty all the time,sadness
6173,I can already feel the dull atmosphere really,sadness
6174,I also have the feeling I need a very relaxed practice today,joy
6175,I am mellow and feel particularly fond of all the human race I don t blame fertile people for not really know what to say or what to think or how to deal with it all,love
6176,I rid myself of many bad habit only to fall back into they when I feel insecure or vulnerable,fear
6177,i d start feel resentful that I live in a part of the country where the sun stubbornly refuse to show itself after the end of september,anger
6178,that is been feel weirdly superior about my knowledge of this book roundabout now,joy
6179,I just feel skeptical,fear
6180,I seem to have manage to start the week with a little bit of a hangover annoyingly so I have been sit here feel groggy all day,sadness
6181,I feel that she should change herself and I was too timid to speak up for she except in underground murmur,fear
6182,I was feel like a shocked rat in a skinner box experiment,surprise
6183,I feel a little disheartened,sadness
6184,I only feel vaguely remorseful,sadness
6185,I feel bless to have find such a wonderful friend,joy
6186,I m feel stressed and tired and after that flight I really do not want to get on another one,sadness
6187,I feel hesitant to share something I know and have experience personally that can offer hope amp eternal life,fear
6188,I feel so insulted because of a woman,anger
6189,I want to seduce you into buy it without you feel like you ve been con or connive into it,love
6190,I was also feel pretty low being fire four day before christmas,sadness
6191,I m guess with everyone stand there she was feel timid about move through the crowd again,fear
6192,I make it to am and then I make it to prime minister and then when I make it to the night that s when I feel triumphant and beat down,joy
6193,I do know that the stress from this past week sensory overload oh and I have not been sleep well are all contribute to my stoic type of feel however I am rather jolly and do not feel like I am in an icky mood at all,joy
6194,I feel like the support literature cite in this section is not only scarce but also badly present,love
6195,I was feel emotionally drain,sadness
6196,I feel like the legality of our marriage is in tatter thank to all the hateful lie and message from the prop campaign,anger
6197,I will reach out to you when I am feel uncertain and need the support or the slap upside the head that I know you can provide I,fear
6198,I feel ignore I feel this boredom like a little sword straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my,sadness
6199,I wonder if I would feel a bit lose when I get to the end of the programme but at the same time I was look forward to run to my own music and set my own goal,sadness
6200,I hurt and feel suspicious and definitely get angry,fear
6201,I also feel respect as a briton by german,joy
6202,I feel listless most of the time nowadays,sadness
6203,I feel so physically beat down that it is difficult to think about anything else right now,sadness
6204,that is always been feel restless and dissatisfied with our relationship,fear
6205,I am a follower friendly blog so feel free to leave a comment so I know you have visit,joy
6206,I can not help it because of the way I feel around my family like pair of eye bore into my back and just observe I all the time,sadness
6207,I m not sure why I even bother to open this website let alone this feature but as expect its left I feel bore poor and,sadness
6208,I m feel the need for a cute little monogramme one in green for mommy,joy
6209,I am feel discourage it is,sadness
6210,I also have start take b and it work a charm my lash are get long thick and I feel that I do not need to coat so much mascara on or wear fake lash as much as I do before yay,sadness
6211,I am feel bitchy cross whatever,anger
6212,that is been feel needy lately,sadness
6213,I miss the feeling of being useful and of being able to think of something professional or as close to be dub so,joy
6214,I begin to feel bitter towards they,anger
6215,I was just report to a dear soul that the energy feel strange today and wonder if something up,fear
6216,I feel a little hopeless sometimes,sadness
6217,I feel like I am live without my apendage and all vital organ,joy
6218,I feel rotten for that but I was so mad at the whole situation I could have throw a temper tantrum myself,sadness
6219,I m feel virtuous ill make do with a rich tea or hobnob but if money and calorie are no object it have to be a k,joy
6220,I keep go back to people are douche canoe because they need to feel superior they need that ego boost they need someone to look down upon,joy
6221,I feel intimidate by other girl acne getting rid of pimple,fear
6222,I feel like karen is being far too greedy pushy demand on all front,anger
6223,I feel that brand in college is way more popular then it was back in high school,joy
6224,I admire make I feel amazed at my life,surprise
6225,I really think I was because I like what I was feel when in all actuality I hate his personality,anger
6226,ill feel to let all of these thing out on this empty space,sadness
6227,that is been really into the more lay back bohemian feeling style and think these item would be perfect for a beachy california trip,joy
6228,that is been feel a little frantic recently because our summer together is fly by so quickly,fear
6229,I do feel more isolated since I started work,sadness
6230,I like just talk to someone and that butterfly like feel you get when someone is sweet to you and it just feel nice to be notice again,love
6231,I think its safe to say we were a learning experience for one another and I honestly have nothing but positive feeling and fond memory for you,love
6232,I was try to think of anywhere else that is been that make I feel so awful awful awful,sadness
6233,I just remember feel so amazed that this little person and I am only a child was my new brother,surprise
6234,I feel like a haiku is a pleasant note to end on,joy
6235,I have been feel so strange and frankly bad about how not sad I am,fear
6236,I do feel the need for a little break however like you and for something lovely and quiet,love
6237,I feel sooo bitchy that I make out with devin,anger
6238,I can remember I feel especially impressed to start fresh new and remove clutter,surprise
6239,I think there s nothing inherently wrong with feel homesick,sadness
6240,I feel like people think I m just being selfish with my gender if that make sense,anger
6241,I feel bitchy I guess,anger
6242,I just feel utterly content with everything and being here in a previously unknown place have rekindle my desire to see the world,joy
6243,I think about these two way of look at life the more I feel convinced that it is sensible to see it as a lease rather than a gift,joy
6244,I travel I feel like man expect I to be neurotic superficial and easy only sometimes true,fear
6245,I feel moderately handsome at the minute but as soon as I go out ill look like a twat,joy
6246,I feel that michael jackson is a talented artist since day one and to have collaborative work give by such artistry as ne yo would be very conducive to his comeback,joy
6247,I have no idea I was give off this vibe but I feel like this is a pretty dangerous vibe to be give off all willy nilly,anger
6248,I feel sad when I see your son uhuru being persecute by man of ill will and a woman martha karua is carry their bag,sadness
6249,I am allow to feel guilty about neglect the work that was due and the part of myself that do want to do it,sadness
6250,I first start and I m feel more confident behind the wheel,joy
6251,I talk about in this essay is that people feel differently about poetry when they re angry or sad,anger
6252,I feel awkward talk about my book to begin with,sadness
6253,I feel thrilled I feel bless I feel honored light who s boss,joy
6254,I feel it is unfortunate that my companion differ,sadness
6255,I just see a post on one girl facebook page that say something to this effect i m feelin horny,love
6256,I also feel a little selfish when I get excited about hit it off with our friend friend because it make I feel victorious in our choice,anger
6257,I am still feel somewhat intimidate but I guess by being safe and cautious and fully aware then I will be ok,fear
6258,I feel completely emotionally exhausted and am pretty much to the point I will have to cut all tie with every man I know,sadness
6259,I know he s upset that ryan do this to I he like he when he meet he and he even think his feeling for I were sincere,joy
6260,I over think you think I really feel insecure,fear
6261,I have an interest in a relationship with the person long term and an end goal in mind little spat here and there in which I feel I have been wrong are really of rather little consequence in the grand scheme of thing,anger
6262,I arrive in anchorage it only take a few hour after spend time with my parent eat at a local favorite joint and then go on a stroll in my parent s my childhood neighborhood to be able to take a big sigh and feel relieved,joy
6263,I feel like I should be more appreciative but I m struggle,joy
6264,I would have like to go out but I just was not feel it and I think it was partly because it would be with someone that I am not thrilled with being around right now,joy
6265,I come close to just pack up and head home but then I wonder would home feel less awful,sadness
6266,I mean I get that its nice to have someone who care about you like that that a relationship can be a great thing and can feel wonderful but I m only so I m not look for that in my life yet,joy
6267,I feel in my belly perfect two you can be the butterfly I a class imagebox href http s,joy
6268,I m a little tired of write about these thing and feel like these solemn post are a bit too much for this home school family blog,joy
6269,I get the feeling he need to feel accept and appreciate,joy
6270,I want to say something to she but it was just a bad vibe and I was feel hostile do not think it was a good night to do so,anger
6271,I m work with right now and I m feel a lot more optimistic about this pattern,joy
6272,I hurtle through the first chapter desperate to see what was so good about it but come away feel disappointed,sadness
6273,I sing I swim this feel like a pleasant passing of time song,joy
6274,I feel like the people who cause pain go through life without issue and the people burden by pain the one who are strong enough to deal are the one who become depressed and jade,sadness
6275,I feel it capture the peaceful serenity which is so relaxing and invite here in pine lake,joy
6276,I do not feel particularly damage by that,sadness
6277,I can feel an unpleasant pressure from it,sadness
6278,I am from new jersey and this first drink was consume at a post prom party so I feel it s appropriately lame,sadness
6279,I know how it feel to suffer pain and sorrow and loneliness and to know that mom is suffer because of her illness,sadness
6280,I can t get past is that feel when a friend walk out of your life and you re unsure why that feeling of not being value or important enough,fear
6281,I feel and I m irritated by it,anger
6282,I have lately been feel very productive with my time at home and happy with my life in general and happy with my child and my husband,joy
6283,I often feel like I m drown as I try to come up with valuable content and write engaging post,joy
6284,I swamp uncare unfeele fuck up apathetic humanbeing who will not pull their head out of their ass long enough to turn around and look at I and say I see you,anger
6285,I pollution flower dew moisturising gel cream delicate luxurious and feel lovely on the skin,love
6286,I blush because I feel guilty about ask for something so costly for being worldly,sadness
6287,I know in advance then I am fine with it but if I make plan and they change or fall through I end up not know what to do with myself and feel very restless and angsty,fear
6288,I feel deer support mouse parade at the hope rel bookmark permalink,joy
6289,I was not feel when I get on board but its really not pleasant,joy
6290,I feel like a very useful engine mother those of you who have watch thomas will understand,joy
6291,I start to feel apprehensive about it,fear
6292,I was on to stop labor make I feel terrible,sadness
6293,I am having really badly can not wear anything without cause spasm diarrhea or eat more than a few of mouthful I am feel very miserable,sadness
6294,I am tear about the situation because it happen a lot but they have support I and I feel like I should be support she again now,love
6295,I have been so happy these past two month you give I so much that I feel ungrateful admitting I think I need more,sadness
6296,when I learn that my former boyfriend have become engaged although I was glad that he have find what he want,sadness
6297,I feel more grounded and less fearful,fear
6298,I would really like to be able to help out financially around the house and it make I feel that much more useless when I can not,sadness
6299,I m feel pretty smart,joy
6300,I m feel so pissed off now,anger
6301,ill admit to feel a little paranoid and wonder about how many other have defriende I,fear
6302,I do not forget it I embrace it I do not feel pity I feel proud,joy
6303,I feel so helpless and only hope that somehow they are receive their dose of drug that will help they get throw these hard time,sadness
